sigs	drug	P	OR	X2.5..	X97.5..	r2	FDR	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME
NpCpG	345	0.406333103219383	0.959385913776836	0.869739387380296	1.05827256406747	0.0712261603562933	0.637385259951974	KIN001-270	CDK9	Cell cycle
MMR	345	0.00667384754680339	0.908217125879073	0.847350426897395	0.973455988876165	0.0934658157433029	0.0366679798954567	KIN001-270	CDK9	Cell cycle
EPP2	345	0.876334831342002	0.99340830730318	0.91378548904553	1.07996907025714	0.0659964885045151	0.976371536024146	KIN001-270	CDK9	Cell cycle
EPP1	346	0.34191591078661	1.22085101562334	0.805489340756725	1.85039966009767	-0.00819530417182945	0.892478477802024	THZ-2-102-1	CDK7	Cell cycle
Tobacco	346	0.69170335605285	1.05200134381891	0.818180107902524	1.35264450541817	-0.000438946626809322	0.880753237544978	THZ-2-102-1	CDK7	Cell cycle
APOBEC	346	0.416278824691537	1.13924489368658	0.831205885227533	1.56144097492245	0.00968282333817028	0.966239807409131	THZ-2-102-1	CDK7	Cell cycle
NpCpG	346	0.930640034037656	0.98543873204723	0.707540304689079	1.37248646922749	-0.000464893152618551	0.967752486906131	THZ-2-102-1	CDK7	Cell cycle
MMR	346	0.25637563154665	0.874085101376683	0.692502939386655	1.10328017542478	0.0134519279744483	0.369550459887063	THZ-2-102-1	CDK7	Cell cycle
EPP2	346	0.455665603316715	1.11239629162773	0.840232066332543	1.47271873951234	0.00339740702677516	0.97011631765142	THZ-2-102-1	CDK7	Cell cycle
EPP1	356	0.134936600728896	0.834918451729262	0.658194256251087	1.05909283531041	0.0886679889590434	0.830407215421263	AT7867	AKT	PI3K/MTOR signaling
Tobacco	356	0.00836981738331395	0.843203948294882	0.74305865761093	0.9568462612441	0.211789809902259	0.223195130221705	AT7867	AKT	PI3K/MTOR signaling
APOBEC	356	0.270428597577884	0.912345840395976	0.774709917435314	1.07443433181213	0.209608382841382	0.892949074100238	AT7867	AKT	PI3K/MTOR signaling
NpCpG	356	0.0029847659253521	0.769726450705033	0.648029984306759	0.91427684407039	0.211435948869285	0.0734711612394364	AT7867	AKT	PI3K/MTOR signaling
MMR	356	0.00273061048520257	0.830402087493222	0.735711359729567	0.937280113720918	0.203432055377086	0.023957452225845	AT7867	AKT	PI3K/MTOR signaling
EPP2	356	0.0236313582211662	0.84506678936951	0.730529737892265	0.977561680864263	0.20800184509648	0.97011631765142	AT7867	AKT	PI3K/MTOR signaling
EPP1	362	0.220576916596273	0.834279181233161	0.622893598099535	1.11740071556788	0.0579005515377624	0.830407215421263	CI-1033	EGFR, ERBB2, ERBB4	RTK signaling
Tobacco	362	0.792047398455089	1.02006272611042	0.879606524758431	1.18294707452924	0.126364941013563	0.945728236961301	CI-1033	EGFR, ERBB2, ERBB4	RTK signaling
APOBEC	362	0.915652531642907	0.989449930058531	0.81256776123402	1.2048363358719	0.158468160085717	0.994324736052558	CI-1033	EGFR, ERBB2, ERBB4	RTK signaling
NpCpG	362	0.267695247930359	0.892702798734888	0.730074048328386	1.09155816275591	0.164969730480191	0.49803767056811	CI-1033	EGFR, ERBB2, ERBB4	RTK signaling
MMR	362	0.667090053369877	0.969904779418036	0.843505071914154	1.1152455538924	0.15263446183685	0.726084411831159	CI-1033	EGFR, ERBB2, ERBB4	RTK signaling
EPP2	362	0.484737599021132	0.939587300732032	0.788533861388611	1.11957689951608	0.159070653069773	0.97011631765142	CI-1033	EGFR, ERBB2, ERBB4	RTK signaling
EPP1	363	0.535552812042827	0.933709878769636	0.749675363890837	1.1629222190086	0.114876964345049	0.943967525706146	PF-00299804	EGFR, ERBB2, ERBB4	RTK signaling
Tobacco	363	0.90754577411171	1.00757383819912	0.886733978958792	1.14488117463973	0.0917556122783159	0.973046877085668	PF-00299804	EGFR, ERBB2, ERBB4	RTK signaling
APOBEC	363	0.965514339652154	1.00371741131837	0.847827955948124	1.18827013749155	0.149705805594267	0.994324736052558	PF-00299804	EGFR, ERBB2, ERBB4	RTK signaling
NpCpG	363	0.422939312504747	0.931151005721918	0.781738569200336	1.10912040113853	0.13262235536412	0.648367021821002	PF-00299804	EGFR, ERBB2, ERBB4	RTK signaling
MMR	363	0.681951116587517	1.02509691185392	0.91019090163355	1.15450910002121	0.127726167762599	0.732296501033575	PF-00299804	EGFR, ERBB2, ERBB4	RTK signaling
EPP2	363	0.930788426442204	0.993342655741337	0.853960138849122	1.15547504716679	0.133485183434259	0.982788282798181	PF-00299804	EGFR, ERBB2, ERBB4	RTK signaling
EPP1	366	0.570798028462176	1.0605910977681	0.863302703535532	1.30296531223437	0.166287975645925	0.943967525706146	TWS119	GSK3	WNT signaling
Tobacco	366	0.182279112213741	1.09201426265263	0.959297325310671	1.2430923326619	0.0836081040093359	0.566872403325889	TWS119	GSK3	WNT signaling
APOBEC	366	0.770465132772471	1.02411537637404	0.872158217193016	1.20254821137989	0.0963580573623664	0.994324736052558	TWS119	GSK3	WNT signaling
NpCpG	366	0.651704165360806	0.961458915080817	0.810232415969316	1.1409112091405	0.0768965684224756	0.824289853420783	TWS119	GSK3	WNT signaling
MMR	366	0.417838658582769	0.951241240376315	0.84263971322791	1.07383960569152	0.0916657375334571	0.524346551947004	TWS119	GSK3	WNT signaling
EPP2	366	0.654733037049631	1.03357216918427	0.893938439452363	1.1950167727061	0.0882073326541515	0.97011631765142	TWS119	GSK3	WNT signaling
EPP1	371	0.315683236951735	0.839251166965712	0.593809593976558	1.18614203677065	0.0792002521270547	0.886128384425922	Torin 2	mTOR	PI3K/MTOR signaling
Tobacco	371	0.968350292454514	0.996197158063526	0.824740822586505	1.20329775191861	0.112417931855657	0.98685380122753	Torin 2	mTOR	PI3K/MTOR signaling
APOBEC	371	0.488814491787864	0.919672712629544	0.724981950459488	1.1666468355789	0.103606714438888	0.978801314786528	Torin 2	mTOR	PI3K/MTOR signaling
NpCpG	371	0.472799631618773	0.915411575015291	0.718690255081575	1.16597984423326	0.100068823356646	0.678788179141606	Torin 2	mTOR	PI3K/MTOR signaling
MMR	371	0.402921805490646	0.928841933323866	0.780947723399137	1.10474403247588	0.0981124357913516	0.510181669247374	Torin 2	mTOR	PI3K/MTOR signaling
EPP2	371	0.598435720332559	0.945789930188619	0.768139303045846	1.16452652337828	0.108405140183874	0.97011631765142	Torin 2	mTOR	PI3K/MTOR signaling
EPP1	372	0.929004417371448	0.991628297908421	0.822222264875959	1.19593779348836	0.168894859868749	0.984523882549489	Pilaralisib	PI3K	PI3K/MTOR signaling
Tobacco	372	0.345084079532774	0.956456581641586	0.871822085774659	1.0493072009671	0.248272359342149	0.722929167945602	Pilaralisib	PI3K	PI3K/MTOR signaling
APOBEC	372	0.192096196596448	0.923188505170245	0.818533613785289	1.04122421086305	0.253062605129524	0.892949074100238	Pilaralisib	PI3K	PI3K/MTOR signaling
NpCpG	372	0.758779527971398	0.980367731867809	0.86351874934298	1.11302839737865	0.253623496121145	0.895975826386891	Pilaralisib	PI3K	PI3K/MTOR signaling
MMR	372	0.632683263886858	0.978364274237449	0.89420398259935	1.07044552667022	0.245824787612879	0.700548942712092	Pilaralisib	PI3K	PI3K/MTOR signaling
EPP2	372	0.221541291356521	1.06907951141931	0.96031012850899	1.19016864219801	0.26727085172915	0.97011631765142	Pilaralisib	PI3K	PI3K/MTOR signaling
EPP1	374	0.278157146382197	0.88575545736235	0.709941944450325	1.10510829284025	0.233939327475006	0.868329326102119	GSK1059615	PI3K	PI3K/MTOR signaling
Tobacco	374	0.637136112236418	1.03196397002515	0.905130285293137	1.17657054761477	0.224389602430273	0.853404371252825	GSK1059615	PI3K	PI3K/MTOR signaling
APOBEC	374	0.819332574777379	0.981143140913042	0.832807633468703	1.15589942295706	0.193180218960976	0.994324736052558	GSK1059615	PI3K	PI3K/MTOR signaling
NpCpG	374	0.284824000736699	0.909436306077151	0.763949767014001	1.08262929124775	0.21351221255683	0.523502507661866	GSK1059615	PI3K	PI3K/MTOR signaling
MMR	374	0.361567602456795	0.94392513588807	0.833627787210211	1.06881593419898	0.211266134220018	0.474187019615469	GSK1059615	PI3K	PI3K/MTOR signaling
EPP2	374	0.846567500945165	0.985506662760765	0.849657247115348	1.14307667667549	0.210346659289852	0.97011631765142	GSK1059615	PI3K	PI3K/MTOR signaling
EPP1	375	0.157957028664374	0.889867420550184	0.756038482318846	1.04738587343849	0.0812885823184529	0.830407215421263	Voxtalisib	PI3K	PI3K/MTOR signaling
Tobacco	375	0.354761283773622	0.962187498786553	0.88657149629003	1.04425281739292	0.137083362097709	0.722929167945602	Voxtalisib	PI3K	PI3K/MTOR signaling
APOBEC	375	0.920198306481544	1.00552875305935	0.902377977815377	1.12047068754591	0.111065383204993	0.994324736052558	Voxtalisib	PI3K	PI3K/MTOR signaling
NpCpG	375	0.460357912819685	0.959096681775032	0.858199596368161	1.071856068081	0.139856454714002	0.675754734414217	Voxtalisib	PI3K	PI3K/MTOR signaling
MMR	375	0.374125511393506	0.964501862475847	0.890441464924231	1.0447220613188	0.133700331798476	0.4846970188094	Voxtalisib	PI3K	PI3K/MTOR signaling
EPP2	375	0.686263417384524	1.01987709409228	0.92672614970377	1.12239121275103	0.139651811844218	0.97011631765142	Voxtalisib	PI3K	PI3K/MTOR signaling
EPP1	376	0.37393625968642	1.0927990960254	0.89679492081814	1.33164209180005	0.0429986683653588	0.904447942767733	Brivanib, BMS-540215	VEGFR, PDGFR	RTK signaling
Tobacco	376	0.618785382643715	0.975636916885056	0.885042377671798	1.07550487705794	0.0794811205573515	0.851379972307704	Brivanib, BMS-540215	VEGFR, PDGFR	RTK signaling
APOBEC	376	0.978221720319778	0.998235690466288	0.87898329587389	1.13366715658687	0.0361532994921731	0.994324736052558	Brivanib, BMS-540215	VEGFR, PDGFR	RTK signaling
NpCpG	376	0.701988498638513	1.02631910143071	0.898105289411467	1.17283676021081	0.0503978364812896	0.867321697159552	Brivanib, BMS-540215	VEGFR, PDGFR	RTK signaling
MMR	376	0.145199495472459	0.931804778876568	0.84722127668287	1.02483279142459	0.0621273166396998	0.252520861691232	Brivanib, BMS-540215	VEGFR, PDGFR	RTK signaling
EPP2	376	0.0563208889835835	1.11549619725671	0.997041998179209	1.2480234216478	0.0703101497389161	0.97011631765142	Brivanib, BMS-540215	VEGFR, PDGFR	RTK signaling
EPP1	380	0.0548782763597695	1.24839751546263	0.995255117445765	1.56592649391545	0.147091793290677	0.731710351463593	BIBF-1120	VEGFR, PDGFR, FGFR	RTK signaling
Tobacco	380	0.780203959773707	1.01901770328499	0.892342759031428	1.16367513390854	0.0742053457730557	0.935685145165198	BIBF-1120	VEGFR, PDGFR, FGFR	RTK signaling
APOBEC	380	0.16357379784513	0.887031739242961	0.749156024425888	1.05028229203305	0.0855083530268713	0.892949074100238	BIBF-1120	VEGFR, PDGFR, FGFR	RTK signaling
NpCpG	380	0.411072055390992	0.928398233503006	0.777347084859713	1.10880107066595	0.0671924877903852	0.641673452317646	BIBF-1120	VEGFR, PDGFR, FGFR	RTK signaling
MMR	380	0.384719870704474	0.945349964548621	0.8325808062045	1.0733931755479	0.0769685818726085	0.494419110945509	BIBF-1120	VEGFR, PDGFR, FGFR	RTK signaling
EPP2	380	0.827239921212695	1.01694583509813	0.874102494981907	1.18313222701057	0.0906853321655543	0.97011631765142	BIBF-1120	VEGFR, PDGFR, FGFR	RTK signaling
EPP1	381	0.5046786107548	0.91984363820735	0.717605074254608	1.17907794845153	0.136975689257863	0.943967525706146	AST-1306	EGFR, ERBB4	RTK signaling
Tobacco	381	0.542164638676265	1.04002706245554	0.916379282680791	1.1803587347322	0.0949018400862156	0.816495243972203	AST-1306	EGFR, ERBB4	RTK signaling
APOBEC	381	0.798475794129806	0.978172414617459	0.825257203882018	1.1594218968555	0.140991524004839	0.994324736052558	AST-1306	EGFR, ERBB4	RTK signaling
NpCpG	381	0.629850852864674	0.958445718842929	0.806116502341096	1.13956009249348	0.12430479419036	0.819318182588194	AST-1306	EGFR, ERBB4	RTK signaling
MMR	381	0.324823526580367	1.06170435274806	0.942158925490555	1.1964182497738	0.123727039632039	0.43858028905366	AST-1306	EGFR, ERBB4	RTK signaling
EPP2	381	0.510978772479858	1.05189110046692	0.904236490956858	1.22365653046211	0.122147321756533	0.97011631765142	AST-1306	EGFR, ERBB4	RTK signaling
EPP1	382	0.271753664517995	0.869859265973821	0.676844816719281	1.11791525015746	0.090689610566775	0.868329326102119	Apitolisib	mTOR, PI3K	PI3K/MTOR signaling
Tobacco	382	0.81178514134941	1.01706110506848	0.884459060840045	1.16954343874395	0.088060530391642	0.95153964087505	Apitolisib	mTOR, PI3K	PI3K/MTOR signaling
APOBEC	382	0.557672469403329	0.948798538487337	0.795476544017273	1.13167216985365	0.102640122340308	0.978801314786528	Apitolisib	mTOR, PI3K	PI3K/MTOR signaling
NpCpG	382	0.598970429887803	0.951829160295769	0.79146009897346	1.14469289300171	0.0879508288234857	0.800901192237488	Apitolisib	mTOR, PI3K	PI3K/MTOR signaling
MMR	382	0.662440396580555	0.971726839091711	0.854007567009374	1.10567293111678	0.0824484651581793	0.723484392169889	Apitolisib	mTOR, PI3K	PI3K/MTOR signaling
EPP2	382	0.713811799432373	0.971068042666	0.829674751002588	1.13655759964694	0.089128517478456	0.97011631765142	Apitolisib	mTOR, PI3K	PI3K/MTOR signaling
EPP1	406	0.401752446296928	1.07582038656023	0.905232702018165	1.27855467611618	0.0143211226601384	0.911825139299392	LIMK1 inhibitor BMS4	LIMK1	Cytoskeleton
Tobacco	406	0.737200664560837	1.01498179314528	0.930286268640322	1.10738820419449	0.106746351230758	0.901284099197376	LIMK1 inhibitor BMS4	LIMK1	Cytoskeleton
APOBEC	406	0.455097902879351	1.04232820765722	0.934591796972375	1.16248408770277	0.134070896106113	0.966239807409131	LIMK1 inhibitor BMS4	LIMK1	Cytoskeleton
NpCpG	406	0.159578949512225	0.919997743394397	0.818938233571454	1.03352830916147	0.130087027783404	0.386388967009984	LIMK1 inhibitor BMS4	LIMK1	Cytoskeleton
MMR	406	0.408302229036652	0.965928095111633	0.889553236071954	1.04886031222365	0.133453746345406	0.514396509022554	LIMK1 inhibitor BMS4	LIMK1	Cytoskeleton
EPP2	406	0.398980840834315	1.04287071345064	0.945719796964453	1.15000164791297	0.131183743997864	0.97011631765142	LIMK1 inhibitor BMS4	LIMK1	Cytoskeleton
EPP1	407	0.135851044389165	1.1445314842994	0.957546743597262	1.3680296312548	0.184570777912149	0.830407215421263	kb NB 142-70	PKD	Other, kinases
Tobacco	407	0.194992381687575	0.932913287256961	0.839741852252219	1.036422323368	0.128498960380082	0.583454666574624	kb NB 142-70	PKD	Other, kinases
APOBEC	407	0.436643238732572	0.949091680998848	0.831700492048205	1.08305216547715	0.172486282368908	0.966239807409131	kb NB 142-70	PKD	Other, kinases
NpCpG	407	0.0958803005694069	0.887097252896748	0.770337815334087	1.02155381760101	0.133134828674953	0.326401023215002	kb NB 142-70	PKD	Other, kinases
MMR	407	0.0470408030467762	0.905767826083153	0.8214842015691	0.998698883314301	0.14289711024755	0.116162493843619	kb NB 142-70	PKD	Other, kinases
EPP2	407	0.710037062712135	1.02286324415326	0.907639389582086	1.15271464443766	0.140232594579177	0.97011631765142	kb NB 142-70	PKD	Other, kinases
EPP1	408	0.724071439195549	1.01730473832325	0.923766517815045	1.12031439834253	-0.00796078203444472	0.984523882549489	Sphingosine Kinase 1 Inhibitor II	Sphingosine Kinase	Other, kinases
Tobacco	408	0.200562541635027	0.966841047752016	0.918094560639308	1.01817574321243	0.0886016901858449	0.583454666574624	Sphingosine Kinase 1 Inhibitor II	Sphingosine Kinase	Other, kinases
APOBEC	408	0.683156000575944	1.01404251200412	0.948154169924687	1.08450951202724	0.0930334935885797	0.994324736052558	Sphingosine Kinase 1 Inhibitor II	Sphingosine Kinase	Other, kinases
NpCpG	408	0.0851999561951129	0.941022093077252	0.878048741786498	1.00851187128608	0.0882889486353974	0.31028798809283	Sphingosine Kinase 1 Inhibitor II	Sphingosine Kinase	Other, kinases
MMR	408	0.00943787878554778	0.937329985423553	0.89272434754922	0.98416437726392	0.097838703803542	0.0430228636924018	Sphingosine Kinase 1 Inhibitor II	Sphingosine Kinase	Other, kinases
EPP2	408	0.847050585662174	1.00582624500977	0.94800171292395	1.06717785564973	0.0780554183192395	0.97011631765142	Sphingosine Kinase 1 Inhibitor II	Sphingosine Kinase	Other, kinases
EPP1	409	0.687521431863411	1.01920025770511	0.927919600445057	1.11946031187179	-0.04080638179248	0.967077552578959	eEF2K Inhibitor, A-484954	eEF2K	Other, kinases
Tobacco	409	0.25558658413581	0.971900677456223	0.925199797365363	1.02095885616244	0.0632775878858108	0.643997692310702	eEF2K Inhibitor, A-484954	eEF2K	Other, kinases
APOBEC	409	0.645889976391538	0.985701899621595	0.926786103794898	1.04836297279296	0.067938377095535	0.992082235890569	eEF2K Inhibitor, A-484954	eEF2K	Other, kinases
NpCpG	409	0.188988307949389	0.956292989094079	0.894507487264382	1.02234614467816	0.0607087495770144	0.408623368539219	eEF2K Inhibitor, A-484954	eEF2K	Other, kinases
MMR	409	0.0135368807571046	0.942981483286174	0.900121950155892	0.987881783870053	0.0764830076204587	0.0538890529940496	eEF2K Inhibitor, A-484954	eEF2K	Other, kinases
EPP2	409	0.926334227945241	1.00264560851952	0.947870764930741	1.06058573961497	0.0556507359060958	0.982788282798181	eEF2K Inhibitor, A-484954	eEF2K	Other, kinases
EPP1	410	0.229038526616855	0.916465773870452	0.794120206107623	1.05766042497871	-0.0327724142326726	0.848978355903574	MetAP2 Inhibitor, A832234	MetAP2	Other
Tobacco	410	0.41311318516823	0.969720941093078	0.900701893713944	1.04402878483688	0.134636149050039	0.759748386516286	MetAP2 Inhibitor, A832234	MetAP2	Other
APOBEC	410	0.702530912886221	0.981427409530475	0.891115398728587	1.08089228572636	0.119166662290838	0.994324736052558	MetAP2 Inhibitor, A832234	MetAP2	Other
NpCpG	410	0.277074390567242	0.945091019066815	0.853406596752674	1.04662541597345	0.109968885508709	0.512507543245766	MetAP2 Inhibitor, A832234	MetAP2	Other
MMR	410	0.00559250786076869	0.902586246793806	0.839647944962062	0.97024227569346	0.12376484150868	0.033627977018578	MetAP2 Inhibitor, A832234	MetAP2	Other
EPP2	410	0.366960564654099	0.962109240625298	0.884487966024985	1.04654243636192	0.115598266072571	0.97011631765142	MetAP2 Inhibitor, A832234	MetAP2	Other
EPP1	412	0.944598645145152	1.00279409046465	0.925955804757636	1.08600862233812	-0.0397001640877188	0.984523882549489	Venotoclax	BCL-2 selective	Apoptosis regulation
Tobacco	412	0.612872941824878	0.985790628830916	0.932469043922845	1.04216131379827	0.052830170465214	0.851379972307704	Venotoclax	BCL-2 selective	Apoptosis regulation
APOBEC	412	0.561838526744211	1.01873241169768	0.956625729561658	1.08487122452678	0.0548735418155454	0.978801314786528	Venotoclax	BCL-2 selective	Apoptosis regulation
NpCpG	412	0.451067737132138	0.97173740405426	0.901749368833874	1.04715746422892	0.0455844070982747	0.66824849945502	Venotoclax	BCL-2 selective	Apoptosis regulation
MMR	412	0.0652922946654602	0.951466318476823	0.902424217377619	1.00317360478927	0.0464879485745255	0.145614424998988	Venotoclax	BCL-2 selective	Apoptosis regulation
EPP2	412	0.948922533556086	0.997934899422441	0.936590292110534	1.063297443796	0.0391126825282995	0.987236642668327	Venotoclax	BCL-2 selective	Apoptosis regulation
EPP1	415	0.0106456001399605	0.834230963938649	0.726825801665429	0.957507699368054	0.327515909015552	0.340659204478737	CPI-613	Metabo, Mitochondria	Other
Tobacco	415	0.0134735816105489	0.915792800448088	0.854189516080876	0.981838851406769	0.297100602283534	0.226923479756614	CPI-613	Metabo, Mitochondria	Other
APOBEC	415	0.689634627565657	0.981664059596479	0.896162151705244	1.07532361645685	0.282682102915156	0.994324736052558	CPI-613	Metabo, Mitochondria	Other
NpCpG	415	0.119194460677121	0.92773188104786	0.844111258343377	1.01963625600937	0.283831591279712	0.33754183554583	CPI-613	Metabo, Mitochondria	Other
